trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
183,False,"{'a': 0.3, 'e': 0.16041356777517274}",20,12,12.727940026383571,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
184,False,"{'a': 0.3, 'e': 0.15881742610692068}",20,15,4.399534725040915,"{0: 4, 1: 1, 2: 0, 3: 0, 4: 0}",1
185,False,"{'a': 0.3, 'e': 0.15723716631362761}",20,0,26.298352494711388,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
186,False,"{'a': 0.3, 'e': 0.15567263036799731}",25,9,28.698117259565898,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
187,False,"{'a': 0.3, 'e': 0.1541236618151314}",25,14,-19.956744020409733,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 1}",1
188,False,"{'a': 0.3, 'e': 0.15259010575688386}",25,14,-10.958765989883268,"{0: 9, 1: 0, 2: 1, 3: 1, 4: 0}",1
189,False,"{'a': 0.3, 'e': 0.15107180883637084}",20,15,10.4722639541157,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
190,False,"{'a': 0.3, 'e': 0.14956861922263504}",25,11,4.976605744565583,"{0: 12, 1: 1, 2: 1, 3: 0, 4: 0}",1
191,False,"{'a': 0.3, 'e': 0.14808038659546244}",35,17,31.89293186310717,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
192,False,"{'a': 0.3, 'e': 0.14660696213035015}",20,9,10.80416052151861,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
193,False,"{'a': 0.3, 'e': 0.14514819848362373}",20,6,-3.7612299128545787,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 0}",1
194,False,"{'a': 0.3, 'e': 0.14370394977770293}",30,24,10.020409111863355,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
195,False,"{'a': 0.3, 'e': 0.14227407158651359}",25,11,5.188337280416084,"{0: 12, 1: 1, 2: 1, 3: 0, 4: 0}",1
196,False,"{'a': 0.3, 'e': 0.140858420921045}",30,12,-7.793827932060738,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 1}",1
197,False,"{'a': 0.3, 'e': 0.13945685621505094}",25,0,25.277313483523653,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
198,False,"{'a': 0.3, 'e': 0.13806923731089282}",20,13,8.421572715396875,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 0}",1
199,False,"{'a': 0.3, 'e': 0.13669542544552385}",20,0,34.090617177001356,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
200,False,"{'a': 0.3, 'e': 0.1353352832366127}",20,9,8.79237700934845,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
201,False,"{'a': 0.3, 'e': 0.13398867466880493}",20,3,-7.118257763448762,"{0: 15, 1: 0, 2: 1, 3: 1, 4: 0}",1
202,False,"{'a': 0.3, 'e': 0.13265546508012172}",20,8,15.052823057525321,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
203,False,"{'a': 0.3, 'e': 0.13133552114849303}",25,8,-37.9397633480012,"{0: 13, 1: 2, 2: 1, 3: 0, 4: 1}",1
204,False,"{'a': 0.3, 'e': 0.13002871087842591}",25,8,16.97409461415959,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
205,False,"{'a': 0.3, 'e': 0.12873490358780423}",25,1,27.04425377794925,"{0: 23, 1: 0, 2: 1, 3: 0, 4: 0}",1
206,False,"{'a': 0.3, 'e': 0.12745396989482075}",30,16,-40.20969513228774,"{0: 11, 1: 0, 2: 2, 3: 0, 4: 1}",1
207,False,"{'a': 0.3, 'e': 0.12618578170503877}",20,13,13.565363770791151,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
208,False,"{'a': 0.3, 'e': 0.12493021219858241}",30,7,29.307580437119586,"{0: 22, 1: 0, 2: 1, 3: 0, 4: 0}",1
209,False,"{'a': 0.3, 'e': 0.12368713581745483}",20,13,1.2330439056067146,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
210,False,"{'a': 0.3, 'e': 0.12245642825298191}",20,0,9.718560300000192,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",1
211,False,"{'a': 0.3, 'e': 0.12123796643338168}",25,11,17.721043660250107,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
212,False,"{'a': 0.3, 'e': 0.12003162851145673}",20,3,17.898564880575588,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
213,False,"{'a': 0.3, 'e': 0.11883729385240965}",20,12,14.155885858428736,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
214,False,"{'a': 0.3, 'e': 0.11765484302177918}",25,18,12.003753767784623,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
215,False,"{'a': 0.3, 'e': 0.11648415777349697}",20,8,-28.768990336407267,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 1}",1
216,False,"{'a': 0.3, 'e': 0.11532512103806251}",25,15,18.835788121464347,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
217,False,"{'a': 0.3, 'e': 0.1141776169108365}",25,7,10.40285131333399,"{0: 16, 1: 1, 2: 1, 3: 0, 4: 0}",1
218,False,"{'a': 0.3, 'e': 0.11304153064044985}",30,7,13.975214219322865,"{0: 21, 1: 0, 2: 2, 3: 0, 4: 0}",1
219,False,"{'a': 0.3, 'e': 0.11191674861732888}",20,13,13.111605492299121,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
220,False,"{'a': 0.3, 'e': 0.11080315836233387}",20,14,4.454115473390921,"{0: 5, 1: 1, 2: 0, 3: 0, 4: 0}",1
221,False,"{'a': 0.3, 'e': 0.10970064851551141}",20,8,-32.25614085836527,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 1}",1
222,False,"{'a': 0.3, 'e': 0.10860910882495796}",20,13,14.63834799690899,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
223,False,"{'a': 0.3, 'e': 0.10752843013579495}",30,22,7.192813191451105,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
224,False,"{'a': 0.3, 'e': 0.10645850437925281}",20,12,10.758228179345124,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
225,False,"{'a': 0.3, 'e': 0.10539922456186433}",20,3,-15.905900900832071,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 1}",1
226,False,"{'a': 0.3, 'e': 0.10435048475476499}",25,17,17.50974008328829,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
227,False,"{'a': 0.3, 'e': 0.1033121800831002}",25,13,12.286753826650024,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
228,False,"{'a': 0.3, 'e': 0.10228420671553744}",20,13,12.88065168687861,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
229,False,"{'a': 0.3, 'e': 0.1012664618538834}",25,3,31.23571947887047,"{0: 21, 1: 0, 2: 1, 3: 0, 4: 0}",1
230,False,"{'a': 0.3, 'e': 0.10025884372280371}",20,9,20.178947621042052,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
231,False,"{'a': 0.3, 'e': 0.099261251559645658}",20,11,12.538489450598263,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
232,False,"{'a': 0.3, 'e': 0.098273585604361544}",35,13,34.19623527547944,"{0: 21, 1: 1, 2: 0, 3: 0, 4: 0}",1
233,False,"{'a': 0.3, 'e': 0.097295747089532758}",30,17,26.668998930480427,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
234,False,"{'a': 0.3, 'e': 0.096327638230493035}",20,10,9.521927830572107,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
235,False,"{'a': 0.3, 'e': 0.095369162215549613}",25,13,14.63691122346475,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
236,False,"{'a': 0.3, 'e': 0.094420223196302347}",25,0,25.72377936854715,"{0: 23, 1: 2, 2: 0, 3: 0, 4: 0}",0
237,False,"{'a': 0.3, 'e': 0.093480726278058465}",20,9,20.37953505308954,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
238,False,"{'a': 0.3, 'e': 0.09255057751034329}",25,10,5.381504713969079,"{0: 14, 1: 0, 2: 0, 3: 1, 4: 0}",1
239,False,"{'a': 0.3, 'e': 0.091629683877504836}",20,14,11.310307691722226,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
240,False,"{'a': 0.3, 'e': 0.090717953289412512}",30,20,16.75443065206565,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
241,False,"{'a': 0.3, 'e': 0.089815294572247628}",25,13,11.890557128394493,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
242,False,"{'a': 0.3, 'e': 0.088921617459386343}",20,12,16.520088444181567,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
243,False,"{'a': 0.3, 'e': 0.088036832582372548}",20,10,19.707802915439572,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
244,False,"{'a': 0.3, 'e': 0.087160851461981298}",20,14,13.40649577367945,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
245,False,"{'a': 0.3, 'e': 0.086293586499370495}",25,12,26.580966810241893,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
246,False,"{'a': 0.3, 'e': 0.085434950967321233}",20,3,18.047290948143143,"{0: 16, 1: 1, 2: 0, 3: 0, 4: 0}",1
247,False,"{'a': 0.3, 'e': 0.084584859001564691}",20,2,-51.07326639110668,"{0: 14, 1: 1, 2: 1, 3: 1, 4: 1}",1
248,False,"{'a': 0.3, 'e': 0.083743225592195963}",20,3,27.461220256482903,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
249,False,"{'a': 0.3, 'e': 0.082909966575172661}",30,18,23.028297280918675,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
250,False,"{'a': 0.3, 'e': 0.0820849986238988}",20,0,-27.075278828503635,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",0
251,False,"{'a': 0.3, 'e': 0.081268239240891674}",20,14,12.73817501095248,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
252,False,"{'a': 0.3, 'e': 0.080459606749532439}",30,18,23.668238942127413,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
253,False,"{'a': 0.3, 'e': 0.079659020285898011}",30,18,15.308352223603414,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
254,False,"{'a': 0.3, 'e': 0.078866399790674946}",20,14,10.114391995055131,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
255,False,"{'a': 0.3, 'e': 0.078081666001153127}",25,11,24.875342907089973,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
256,False,"{'a': 0.3, 'e': 0.077304740443299741}",30,7,22.916492485129044,"{0: 21, 1: 1, 2: 1, 3: 0, 4: 0}",1
257,False,"{'a': 0.3, 'e': 0.076535545423911513}",20,5,-8.375299507238305,"{0: 13, 1: 0, 2: 1, 3: 1, 4: 0}",1
258,False,"{'a': 0.3, 'e': 0.075774004022845481}",25,14,19.62444470368803,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
259,False,"{'a': 0.3, 'e': 0.075020040085326978}",20,2,6.162517833222267,"{0: 15, 1: 2, 2: 1, 3: 0, 4: 0}",1
260,False,"{'a': 0.3, 'e': 0.074273578214333877}",20,8,20.37476726036749,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
261,False,"{'a': 0.3, 'e': 0.073534543763057097}",25,19,11.434084660345185,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
262,False,"{'a': 0.3, 'e': 0.072802862827435588}",20,3,30.08743007705134,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
263,False,"{'a': 0.3, 'e': 0.0720784622387661}",25,10,26.2765886253706,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
264,False,"{'a': 0.3, 'e': 0.071361269556386053}",20,13,14.940906800694513,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
265,False,"{'a': 0.3, 'e': 0.070651213060429596}",20,15,8.311849694368547,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
266,False,"{'a': 0.3, 'e': 0.069948221744655356}",25,18,11.638624333534327,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
267,False,"{'a': 0.3, 'e': 0.069252225309345994}",25,0,28.590643951087756,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
268,False,"{'a': 0.3, 'e': 0.068563154154277911}",25,9,27.512015588988692,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
269,False,"{'a': 0.3, 'e': 0.067880939371761442}",25,13,20.229751956386483,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
270,False,"{'a': 0.3, 'e': 0.067205512739749756}",20,9,-63.72018336293458,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 2}",1
271,False,"{'a': 0.3, 'e': 0.066536806715016855}",25,11,22.78925831367153,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
272,False,"{'a': 0.3, 'e': 0.065874754426402948}",30,3,19.11953383752462,"{0: 25, 1: 0, 2: 2, 3: 0, 4: 0}",1
273,False,"{'a': 0.3, 'e': 0.065219289668127525}",20,3,9.152081880354473,"{0: 16, 1: 0, 2: 0, 3: 1, 4: 0}",1
274,False,"{'a': 0.3, 'e': 0.06457034689316847}",25,13,24.90813123778625,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
275,False,"{'a': 0.3, 'e': 0.06392786120670757}",20,0,30.68739788548935,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
276,False,"{'a': 0.3, 'e': 0.063291768359640704}",20,8,20.026955091580696,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
277,False,"{'a': 0.3, 'e': 0.062662004742153152}",30,21,9.996819527277749,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
278,False,"{'a': 0.3, 'e': 0.06203850737735829}",25,8,19.62028157949298,"{0: 16, 1: 1, 2: 0, 3: 0, 4: 0}",1
279,False,"{'a': 0.3, 'e': 0.061421213915000127}",30,13,25.595103651902257,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
280,False,"{'a': 0.3, 'e': 0.060810062625217952}",30,23,15.275376107542101,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
281,False,"{'a': 0.3, 'e': 0.060204992392373542}",25,14,20.814363458669266,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
282,False,"{'a': 0.3, 'e': 0.059605942708939368}",25,14,25.654650095304422,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
283,False,"{'a': 0.3, 'e': 0.059012853669447841}",20,13,12.070192597109427,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
284,False,"{'a': 0.3, 'e': 0.058425665964500828}",25,15,15.35580065754165,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
285,False,"{'a': 0.3, 'e': 0.057844320874838456}",25,15,18.756657422847212,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
286,False,"{'a': 0.3, 'e': 0.057268760265467358}",20,10,15.459284311396274,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
287,False,"{'a': 0.3, 'e': 0.056698926579846903}",25,15,20.509558478155498,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
288,False,"{'a': 0.3, 'e': 0.056134762834133725}",25,5,30.350284903634464,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
289,False,"{'a': 0.3, 'e': 0.055576212611483058}",20,11,3.3673331569306084,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
290,False,"{'a': 0.3, 'e': 0.055023220056407231}",25,8,27.457912441011217,"{0: 16, 1: 1, 2: 0, 3: 0, 4: 0}",1
291,False,"{'a': 0.3, 'e': 0.054475729869189859}",20,16,7.687250424078516,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
292,False,"{'a': 0.3, 'e': 0.053933687300356019}",20,11,17.515750554646473,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
293,False,"{'a': 0.3, 'e': 0.053397038145197084}",25,8,5.419422110867545,"{0: 16, 1: 0, 2: 0, 3: 1, 4: 0}",1
294,False,"{'a': 0.3, 'e': 0.052865728738350368}",20,0,-19.904275899972742,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",0
295,False,"{'a': 0.3, 'e': 0.052339705948432381}",30,20,6.676981264644175,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
296,False,"{'a': 0.3, 'e': 0.051818917172725833}",25,6,30.0972411705179,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
297,False,"{'a': 0.3, 'e': 0.051303310331919108}",20,16,7.891424699561039,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
298,False,"{'a': 0.3, 'e': 0.050792833864898503}",20,8,23.846782640182298,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
299,False,"{'a': 0.3, 'e': 0.050287436723591865}",20,16,7.3015036672811515,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
300,False,"{'a': 0.3, 'e': 0.049787068367863944}",20,16,6.250482235946665,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
301,False,"{'a': 0.3, 'e': 0.04929167876046215}",20,13,11.955726893328698,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
302,False,"{'a': 0.3, 'e': 0.048801218362012962}",35,13,41.27799067833027,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
303,False,"{'a': 0.3, 'e': 0.048315638126067768}",20,6,22.149199733171812,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
304,False,"{'a': 0.3, 'e': 0.047834889494198368}",25,9,29.00509884654325,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
305,False,"{'a': 0.3, 'e': 0.047358924391140908}",25,13,-44.167199637907906,"{0: 10, 1: 0, 2: 0, 3: 1, 4: 1}",1
306,False,"{'a': 0.3, 'e': 0.046887695219988486}",25,13,21.063955269593862,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
307,False,"{'a': 0.3, 'e': 0.04642115485743125}",20,8,8.370644054620804,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
308,False,"{'a': 0.3, 'e': 0.045959256649044204}",25,11,27.030802228602322,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
309,False,"{'a': 0.3, 'e': 0.04550195440462157}",20,10,-6.827124674726755,"{0: 7, 1: 2, 2: 1, 3: 0, 4: 0}",1
310,False,"{'a': 0.3, 'e': 0.045049202393557801}",35,27,15.101698375807905,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
311,False,"{'a': 0.3, 'e': 0.044600955340274535}",30,13,30.059766405603455,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
312,False,"{'a': 0.3, 'e': 0.04415716841969286}",20,5,26.1835561274698,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
313,False,"{'a': 0.3, 'e': 0.043717797252750941}",25,5,30.4139350282031,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
314,False,"{'a': 0.3, 'e': 0.043282797901965896}",25,17,14.409900830847532,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
315,False,"{'a': 0.3, 'e': 0.042852126867040187}",20,11,12.36432507570393,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
316,False,"{'a': 0.3, 'e': 0.042425741080511385}",20,13,11.293786468392966,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
317,False,"{'a': 0.3, 'e': 0.042003597903445551}",20,7,21.966291346826903,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
318,False,"{'a': 0.3, 'e': 0.041585655121173161}",20,10,20.650254893685872,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
319,False,"{'a': 0.3, 'e': 0.04117187093906774}",20,13,12.283124960441707,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
320,False,"{'a': 0.3, 'e': 0.040762203978366211}",20,13,-1.7336628951897766,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
321,False,"{'a': 0.3, 'e': 0.040356613272031147}",20,12,15.07446546379907,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
322,False,"{'a': 0.3, 'e': 0.039955058260653896}",25,8,31.190693397185317,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
323,False,"{'a': 0.3, 'e': 0.039557498788398725}",20,2,31.906327354292408,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
324,False,"{'a': 0.3, 'e': 0.039163895098987066}",25,15,17.229945412880102,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
325,False,"{'a': 0.3, 'e': 0.038774207831722009}",25,11,28.51643036157625,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
326,False,"{'a': 0.3, 'e': 0.038388398017552054}",25,15,17.723485287202863,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
327,False,"{'a': 0.3, 'e': 0.038006427075174314}",30,12,13.76537800910062,"{0: 16, 1: 1, 2: 1, 3: 0, 4: 0}",1
328,False,"{'a': 0.3, 'e': 0.0376282568071762}",30,19,21.9718437748272,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
329,False,"{'a': 0.3, 'e': 0.037253849396215809}",20,8,24.77088989502268,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
330,False,"{'a': 0.3, 'e': 0.036883167401239994}",20,12,16.461853381280548,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
331,False,"{'a': 0.3, 'e': 0.036516173753740402}",25,8,26.629452347604442,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
332,False,"{'a': 0.3, 'e': 0.036152831754046412}",25,9,25.975515419839102,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
333,False,"{'a': 0.3, 'e': 0.035793105067655297}",20,15,9.930791012467049,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
334,False,"{'a': 0.3, 'e': 0.03543695772159864}",20,15,9.074659284534413,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
335,False,"{'a': 0.3, 'e': 0.035084354100845025}",35,19,19.189928147909107,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
336,False,"{'a': 0.3, 'e': 0.034735258944738563}",25,13,-21.00600482043204,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 1}",1
337,False,"{'a': 0.3, 'e': 0.034389637343472709}",25,11,-18.574579929404273,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 1}",1
338,False,"{'a': 0.3, 'e': 0.034047454734599344}",20,12,15.254348428068072,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
339,False,"{'a': 0.3, 'e': 0.033708676899572396}",20,10,18.378188204526566,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
340,False,"{'a': 0.3, 'e': 0.03337326996032608}",20,5,2.601300939489565,"{0: 13, 1: 1, 2: 0, 3: 1, 4: 0}",1
341,False,"{'a': 0.3, 'e': 0.033041200375886932}",30,20,17.259180198321204,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
342,False,"{'a': 0.3, 'e': 0.032712434939019819}",20,14,12.22006546365491,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
343,False,"{'a': 0.3, 'e': 0.03238694077290704}",20,9,19.169859939500398,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
344,False,"{'a': 0.3, 'e': 0.032064685327860769}",25,20,9.372224894789362,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
345,False,"{'a': 0.3, 'e': 0.031745636378067939}",20,9,18.260496425027746,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
346,False,"{'a': 0.3, 'e': 0.03142976201836771}",20,16,7.124465270142131,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
347,False,"{'a': 0.3, 'e': 0.031117030661060859}",20,11,17.672664286452182,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
348,False,"{'a': 0.3, 'e': 0.030807411032751076}",25,13,23.59723084226092,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
349,False,"{'a': 0.3, 'e': 0.030500872171217483}",20,14,3.403186181594134,"{0: 5, 1: 1, 2: 0, 3: 0, 4: 0}",1
350,False,"{'a': 0.3, 'e': 0.030197383422318501}",20,14,8.778310956624539,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
351,False,"{'a': 0.3, 'e': 0.029896914436926308}",30,15,24.345885637975844,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
352,False,"{'a': 0.3, 'e': 0.029599435167891999}",20,0,30.63467484041996,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
353,False,"{'a': 0.3, 'e': 0.029304915867040746}",20,10,17.228903600173105,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
354,False,"{'a': 0.3, 'e': 0.029013327082197053}",25,20,10.116691895913121,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
355,False,"{'a': 0.3, 'e': 0.028724639654239423}",25,8,28.109539142508964,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
356,False,"{'a': 0.3, 'e': 0.028438824714184505}",20,6,12.33916366597795,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
357,False,"{'a': 0.3, 'e': 0.028155853680300096}",20,14,11.97268886350584,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
358,False,"{'a': 0.3, 'e': 0.027875698255247015}",20,14,10.25704512411924,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
359,False,"{'a': 0.3, 'e': 0.027598330423249287}",30,19,22.7514423513193,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
360,False,"{'a': 0.3, 'e': 0.027323722447292559}",30,10,38.86055828600373,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
361,False,"{'a': 0.3, 'e': 0.027051846866350416}",25,13,25.177762043117234,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
362,False,"{'a': 0.3, 'e': 0.026782676492638175}",25,13,21.34633982197933,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
363,False,"{'a': 0.3, 'e': 0.026516184408894181}",20,3,32.07842851163126,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
364,False,"{'a': 0.3, 'e': 0.026252343965687961}",30,14,29.98862532053755,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
365,False,"{'a': 0.3, 'e': 0.025991128778755347}",25,7,23.472528916515206,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
366,False,"{'a': 0.3, 'e': 0.02573251272635994}",20,12,15.875589833462056,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
367,False,"{'a': 0.3, 'e': 0.025476469946681016}",20,8,23.58218565228794,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
