trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
184,False,"{'a': 0.7, 'e': 0.39851904108451414}",20,14,12.593777671898795,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
185,False,"{'a': 0.7, 'e': 0.39653141907499284}",25,19,1.9843040845284277,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 0}",1
186,False,"{'a': 0.7, 'e': 0.39455371037160109}",25,6,-73.69724051929077,"{0: 15, 1: 1, 2: 1, 3: 0, 4: 2}",1
187,False,"{'a': 0.7, 'e': 0.39258586553151836}",25,1,-32.63807791248915,"{0: 18, 1: 2, 2: 4, 3: 0, 4: 0}",1
188,False,"{'a': 0.7, 'e': 0.39062783535852108}",20,16,8.903059149932934,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
189,False,"{'a': 0.7, 'e': 0.38867957090175298}",25,11,12.968586758499024,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
190,False,"{'a': 0.7, 'e': 0.38674102345450118}",20,0,2.8931899962991094,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
191,False,"{'a': 0.7, 'e': 0.38481214455297852}",20,15,2.3010429970596578,"{0: 4, 1: 1, 2: 0, 3: 0, 4: 0}",1
192,False,"{'a': 0.7, 'e': 0.38289288597511206}",35,13,-19.156001875056788,"{0: 19, 1: 1, 2: 1, 3: 0, 4: 1}",1
193,False,"{'a': 0.7, 'e': 0.38098319973933725}",20,8,6.990801408022018,"{0: 10, 1: 2, 2: 0, 3: 0, 4: 0}",1
194,False,"{'a': 0.7, 'e': 0.37908303810339883}",20,14,8.194849728759372,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
195,False,"{'a': 0.7, 'e': 0.37719235356315695}",20,12,15.78774357654461,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
196,False,"{'a': 0.7, 'e': 0.37531109885139957}",20,1,20.565826460095547,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 0}",1
197,False,"{'a': 0.7, 'e': 0.37343922693666093}",30,18,14.422772321944752,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
198,False,"{'a': 0.7, 'e': 0.37157669102204571}",25,13,7.637163465874745,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
199,False,"{'a': 0.7, 'e': 0.36972344454405898}",20,1,-5.33503392637862,"{0: 16, 1: 0, 2: 3, 3: 0, 4: 0}",1
200,False,"{'a': 0.7, 'e': 0.36787944117144233}",20,5,-20.355387931455603,"{0: 11, 1: 0, 2: 4, 3: 0, 4: 0}",1
201,False,"{'a': 0.7, 'e': 0.36604463480401533}",20,12,11.310753607242493,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
202,False,"{'a': 0.7, 'e': 0.36421897957152333}",25,10,-13.673498670355013,"{0: 12, 1: 1, 2: 1, 3: 1, 4: 0}",1
203,False,"{'a': 0.7, 'e': 0.36240242983249027}",20,0,18.273869621243648,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
204,False,"{'a': 0.7, 'e': 0.3605949401730783}",20,0,-25.465513984616656,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",0
205,False,"{'a': 0.7, 'e': 0.35879646540595161}",20,14,-0.7061367300733126,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 0}",1
206,False,"{'a': 0.7, 'e': 0.35700696056914738}",30,11,8.288190294919737,"{0: 16, 1: 2, 2: 1, 3: 0, 4: 0}",1
207,False,"{'a': 0.7, 'e': 0.35522638092495151}",30,6,-61.19526461483492,"{0: 17, 1: 3, 2: 3, 3: 0, 4: 1}",1
208,False,"{'a': 0.7, 'e': 0.35345468195878016}",30,6,1.0867222037552327,"{0: 21, 1: 1, 2: 2, 3: 0, 4: 0}",1
209,False,"{'a': 0.7, 'e': 0.35169181937806693}",20,14,-20.85974267112868,"{0: 4, 1: 0, 2: 1, 3: 1, 4: 0}",1
210,False,"{'a': 0.7, 'e': 0.34993774911115533}",25,0,-30.87195624225915,"{0: 20, 1: 3, 2: 1, 3: 0, 4: 1}",0
211,False,"{'a': 0.7, 'e': 0.34819242730619759}",25,0,-37.029526235068886,"{0: 21, 1: 1, 2: 2, 3: 0, 4: 1}",0
212,False,"{'a': 0.7, 'e': 0.3464558103300574}",20,8,9.286264806056577,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
213,False,"{'a': 0.7, 'e': 0.34472785476722018}",35,0,-141.08635388530647,"{0: 26, 1: 1, 2: 5, 3: 0, 4: 3}",0
214,False,"{'a': 0.7, 'e': 0.34300851741870664}",30,23,10.66350360157162,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
215,False,"{'a': 0.7, 'e': 0.34129775530099371}",30,11,-9.23625158261808,"{0: 15, 1: 1, 2: 3, 3: 0, 4: 0}",1
216,False,"{'a': 0.7, 'e': 0.33959552564493911}",20,0,-20.217427055309024,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",0
217,False,"{'a': 0.7, 'e': 0.33790178589471304}",25,15,2.3822060588036997,"{0: 8, 1: 1, 2: 1, 3: 0, 4: 0}",1
218,False,"{'a': 0.7, 'e': 0.33621649370673329}",20,4,-75.69410741488696,"{0: 11, 1: 3, 2: 0, 3: 0, 4: 2}",1
219,False,"{'a': 0.7, 'e': 0.33453960694860763}",20,0,-12.780259693610823,"{0: 17, 1: 0, 2: 2, 3: 1, 4: 0}",0
220,False,"{'a': 0.7, 'e': 0.33287108369807955}",20,0,-66.93599810070677,"{0: 14, 1: 2, 2: 2, 3: 1, 4: 1}",0
221,False,"{'a': 0.7, 'e': 0.33121088224198098}",30,23,5.428306116771918,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 0}",1
222,False,"{'a': 0.7, 'e': 0.32955896107518906}",35,22,-83.65469957077569,"{0: 9, 1: 0, 2: 2, 3: 0, 4: 2}",1
223,False,"{'a': 0.7, 'e': 0.32791527889958855}",20,8,-3.0387618527131974,"{0: 11, 1: 0, 2: 0, 3: 1, 4: 0}",1
224,False,"{'a': 0.7, 'e': 0.32627979462303947}",25,4,-9.316212917110736,"{0: 18, 1: 1, 2: 1, 3: 1, 4: 0}",1
225,False,"{'a': 0.7, 'e': 0.32465246735834974}",30,19,-21.50062687682396,"{0: 8, 1: 1, 2: 1, 3: 1, 4: 0}",1
226,False,"{'a': 0.7, 'e': 0.32303325642225289}",25,15,-6.264957576831527,"{0: 8, 1: 0, 2: 2, 3: 0, 4: 0}",1
227,False,"{'a': 0.7, 'e': 0.32142212133439135}",30,23,-0.043147251909175344,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
228,False,"{'a': 0.7, 'e': 0.31981902181630384}",25,2,2.9705996920436744,"{0: 20, 1: 1, 2: 2, 3: 0, 4: 0}",1
229,False,"{'a': 0.7, 'e': 0.31822391779041909}",25,0,15.058633910229997,"{0: 23, 1: 1, 2: 1, 3: 0, 4: 0}",0
230,False,"{'a': 0.7, 'e': 0.31663676937905316}",20,10,-1.032795321840224,"{0: 8, 1: 1, 2: 1, 3: 0, 4: 0}",1
231,False,"{'a': 0.7, 'e': 0.31505753690341332}",20,12,11.677485626302097,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
232,False,"{'a': 0.7, 'e': 0.31348618088260533}",25,0,-29.759869761892908,"{0: 22, 1: 0, 2: 0, 3: 3, 4: 0}",0
233,False,"{'a': 0.7, 'e': 0.31192266203264674}",20,0,-4.6344180382763485,"{0: 16, 1: 2, 2: 2, 3: 0, 4: 0}",0
234,False,"{'a': 0.7, 'e': 0.31036694126548503}",30,18,-29.986169470054968,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 1}",1
235,False,"{'a': 0.7, 'e': 0.30881897968801986}",25,0,-9.190477033952753,"{0: 21, 1: 2, 2: 1, 3: 1, 4: 0}",0
236,False,"{'a': 0.7, 'e': 0.30727873860113125}",25,1,-4.7920923640233575,"{0: 22, 1: 0, 2: 1, 3: 1, 4: 0}",1
237,False,"{'a': 0.7, 'e': 0.30574617949871175}",25,15,13.17570741062323,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
238,False,"{'a': 0.7, 'e': 0.30422126406670408}",25,10,20.826915823116188,"{0: 14, 1: 1, 2: 0, 3: 0, 4: 0}",1
239,False,"{'a': 0.7, 'e': 0.30270395418214285}",35,10,7.207219202256791,"{0: 21, 1: 2, 2: 2, 3: 0, 4: 0}",1
240,False,"{'a': 0.7, 'e': 0.30119421191220214}",20,2,-47.80439965040954,"{0: 15, 1: 0, 2: 1, 3: 1, 4: 1}",1
241,False,"{'a': 0.7, 'e': 0.29969199951324632}",20,9,20.78628138797972,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
242,False,"{'a': 0.7, 'e': 0.29819727942988739}",25,0,-80.79195907004903,"{0: 18, 1: 1, 2: 4, 3: 1, 4: 1}",0
243,False,"{'a': 0.7, 'e': 0.29671001429404525}",25,12,-5.451316085539268,"{0: 11, 1: 0, 2: 2, 3: 0, 4: 0}",1
244,False,"{'a': 0.7, 'e': 0.29523016692401421}",20,8,7.988055241469501,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
245,False,"{'a': 0.7, 'e': 0.29375770032353277}",20,10,-2.764310426041117,"{0: 8, 1: 0, 2: 2, 3: 0, 4: 0}",1
246,False,"{'a': 0.7, 'e': 0.29229257768085942}",25,17,6.0836288926248265,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
247,False,"{'a': 0.7, 'e': 0.29083476236785155}",25,8,2.5393710648212635,"{0: 15, 1: 0, 2: 2, 3: 0, 4: 0}",1
248,False,"{'a': 0.7, 'e': 0.28938421793905061}",30,8,-5.911396209569525,"{0: 20, 1: 0, 2: 0, 3: 2, 4: 0}",1
249,False,"{'a': 0.7, 'e': 0.28794090813077022}",25,0,-19.055678059762993,"{0: 19, 1: 4, 2: 1, 3: 1, 4: 0}",0
250,False,"{'a': 0.7, 'e': 0.28650479686019009}",20,13,-30.914407591635367,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 1}",1
251,False,"{'a': 0.7, 'e': 0.28507584822445353}",20,0,2.701942637226634,"{0: 17, 1: 2, 2: 1, 3: 0, 4: 0}",0
252,False,"{'a': 0.7, 'e': 0.2836540264997704}",20,5,9.313879711339885,"{0: 13, 1: 1, 2: 1, 3: 0, 4: 0}",1
253,False,"{'a': 0.7, 'e': 0.28223929614052329}",20,6,16.401012129975992,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
254,False,"{'a': 0.7, 'e': 0.28083162177837978}",25,0,-2.6725417946428798,"{0: 21, 1: 2, 2: 2, 3: 0, 4: 0}",0
255,False,"{'a': 0.7, 'e': 0.27943096822140728}",20,13,13.324144880688685,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
256,False,"{'a': 0.7, 'e': 0.27803730045319414}",20,2,5.710957644847681,"{0: 16, 1: 1, 2: 1, 3: 0, 4: 0}",1
257,False,"{'a': 0.7, 'e': 0.27665058363197342}",20,0,-5.852285789996101,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",0
258,False,"{'a': 0.7, 'e': 0.27527078308975234}",20,0,-34.82671140248095,"{0: 17, 1: 1, 2: 1, 3: 0, 4: 1}",1
259,False,"{'a': 0.7, 'e': 0.27389786433144558}",30,14,-58.477179684259276,"{0: 11, 1: 3, 2: 0, 3: 1, 4: 1}",1
260,False,"{'a': 0.7, 'e': 0.27253179303401259}",25,1,-26.985234450550184,"{0: 19, 1: 1, 2: 3, 3: 1, 4: 0}",1
261,False,"{'a': 0.7, 'e': 0.27117253504559991}",25,11,1.2934870075897118,"{0: 13, 1: 0, 2: 0, 3: 1, 4: 0}",1
262,False,"{'a': 0.7, 'e': 0.26982005638468681}",20,14,11.021607608017788,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
263,False,"{'a': 0.7, 'e': 0.26847432323923659}",25,12,11.460501360791536,"{0: 11, 1: 2, 2: 0, 3: 0, 4: 0}",1
264,False,"{'a': 0.7, 'e': 0.26713530196585034}",20,12,12.495649077491848,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
265,False,"{'a': 0.7, 'e': 0.26580295908892659}",20,15,-0.8656023788226013,"{0: 4, 1: 0, 2: 1, 3: 0, 4: 0}",1
266,False,"{'a': 0.7, 'e': 0.26447726129982396}",30,20,8.91486113626606,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
267,False,"{'a': 0.7, 'e': 0.26315817545602871}",25,16,16.54348264592871,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
268,False,"{'a': 0.7, 'e': 0.26184566858032599}",25,0,10.233123355946077,"{0: 22, 1: 1, 2: 2, 3: 0, 4: 0}",0
269,False,"{'a': 0.7, 'e': 0.2605397078599756}",30,15,2.8194873299936547,"{0: 13, 1: 1, 2: 0, 3: 1, 4: 0}",1
270,False,"{'a': 0.7, 'e': 0.25924026064589151}",20,8,-6.731237350772304,"{0: 10, 1: 1, 2: 0, 3: 1, 4: 0}",1
271,False,"{'a': 0.7, 'e': 0.25794729445182568}",20,9,-2.222901658589199,"{0: 9, 1: 0, 2: 2, 3: 0, 4: 0}",1
272,False,"{'a': 0.7, 'e': 0.25666077695355588}",20,2,-34.99751930748571,"{0: 14, 1: 0, 2: 3, 3: 1, 4: 0}",1
273,False,"{'a': 0.7, 'e': 0.25538067598807768}",25,1,3.152607066323676,"{0: 21, 1: 1, 2: 2, 3: 0, 4: 0}",1
274,False,"{'a': 0.7, 'e': 0.25410695955280027}",20,6,25.612262258790608,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
275,False,"{'a': 0.7, 'e': 0.25283959580474646}",30,16,-21.53683323194806,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 1}",1
276,False,"{'a': 0.7, 'e': 0.25157855305975646}",35,23,7.316305543411712,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
277,False,"{'a': 0.7, 'e': 0.25032379979169611}",20,1,10.919886187455663,"{0: 17, 1: 1, 2: 1, 3: 0, 4: 0}",1
278,False,"{'a': 0.7, 'e': 0.24907530463166816}",25,13,-35.43489788953803,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 1}",1
279,False,"{'a': 0.7, 'e': 0.24783303636722875}",20,0,11.545895057598687,"{0: 18, 1: 2, 2: 0, 3: 0, 4: 0}",0
280,False,"{'a': 0.7, 'e': 0.24659696394160643}",20,5,12.022507089912494,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
281,False,"{'a': 0.7, 'e': 0.24536705645292634}",30,19,8.434973515914942,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
282,False,"{'a': 0.7, 'e': 0.24414328315343711}",30,14,2.7883900993653947,"{0: 14, 1: 0, 2: 2, 3: 0, 4: 0}",1
283,False,"{'a': 0.7, 'e': 0.24292561344874244}",25,12,22.778495634211087,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
284,False,"{'a': 0.7, 'e': 0.24171401689703645}",20,15,11.084214933459078,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
285,False,"{'a': 0.7, 'e': 0.24050846320834213}",25,13,5.534988650409404,"{0: 10, 1: 2, 2: 0, 3: 0, 4: 0}",1
286,False,"{'a': 0.7, 'e': 0.23930892224375455}",20,6,12.714532760021193,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
287,False,"{'a': 0.7, 'e': 0.23811536401468703}",25,16,-0.3089332350924541,"{0: 7, 1: 1, 2: 1, 3: 0, 4: 0}",1
288,False,"{'a': 0.7, 'e': 0.23692775868212176}",20,12,-27.572379035175445,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 1}",1
289,False,"{'a': 0.7, 'e': 0.23574607655586352}",30,17,-17.65212661011063,"{0: 10, 1: 0, 2: 2, 3: 1, 4: 0}",1
290,False,"{'a': 0.7, 'e': 0.23457028809379765}",35,15,11.282816595989068,"{0: 19, 1: 0, 2: 0, 3: 1, 4: 0}",1
291,False,"{'a': 0.7, 'e': 0.23340036390115132}",25,0,-40.79722232465207,"{0: 21, 1: 0, 2: 3, 3: 0, 4: 1}",0
292,False,"{'a': 0.7, 'e': 0.23223627472975883}",20,3,14.481009094195846,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
293,False,"{'a': 0.7, 'e': 0.23107799147733019}",20,0,28.164589499533218,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
294,False,"{'a': 0.7, 'e': 0.22992548518672384}",20,16,6.3728621886760255,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
295,False,"{'a': 0.7, 'e': 0.22877872704522242}",20,10,12.900204664774192,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
296,False,"{'a': 0.7, 'e': 0.22763768838381274}",25,6,-24.144951515770888,"{0: 14, 1: 1, 2: 4, 3: 0, 4: 0}",1
297,False,"{'a': 0.7, 'e': 0.22650234067646874}",20,3,-0.9394299270231063,"{0: 14, 1: 1, 2: 2, 3: 0, 4: 0}",1
298,False,"{'a': 0.7, 'e': 0.22537265553943872}",20,16,8.894432213871902,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
299,False,"{'a': 0.7, 'e': 0.22424860473053532}",25,9,2.2938148103305727,"{0: 13, 1: 2, 2: 1, 3: 0, 4: 0}",1
300,False,"{'a': 0.7, 'e': 0.22313016014842982}",25,11,-21.813009665011496,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 1}",1
301,False,"{'a': 0.7, 'e': 0.22201729383194937}",25,1,-22.78270100946594,"{0: 20, 1: 2, 2: 1, 3: 0, 4: 1}",1
302,False,"{'a': 0.7, 'e': 0.2209099779593782}",25,8,-26.73348775480611,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 1}",1
303,False,"{'a': 0.7, 'e': 0.21980818484776168}",20,0,21.193805246208793,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
304,False,"{'a': 0.7, 'e': 0.21871188695221475}",35,8,14.841387366319989,"{0: 25, 1: 0, 2: 2, 3: 0, 4: 0}",1
305,False,"{'a': 0.7, 'e': 0.21762105686523284}",30,5,-4.023174315863999,"{0: 21, 1: 2, 2: 2, 3: 0, 4: 0}",1
306,False,"{'a': 0.7, 'e': 0.21653566731600707}",35,17,11.190986342227296,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 0}",1
307,False,"{'a': 0.7, 'e': 0.21545569116974203}",25,1,0.6074102837256143,"{0: 21, 1: 1, 2: 1, 3: 1, 4: 0}",1
308,False,"{'a': 0.7, 'e': 0.21438110142697794}",25,5,10.451254427684372,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",1
309,False,"{'a': 0.7, 'e': 0.21331187122291523}",30,16,-52.0438796497808,"{0: 10, 1: 0, 2: 3, 3: 0, 4: 1}",1
310,False,"{'a': 0.7, 'e': 0.21224797382674304}",20,3,-11.549793934954963,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 1}",1
311,False,"{'a': 0.7, 'e': 0.21118938264097117}",30,17,24.32366849516335,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
312,False,"{'a': 0.7, 'e': 0.21013607120076472}",30,0,25.547365533974634,"{0: 28, 1: 2, 2: 0, 3: 0, 4: 0}",0
313,False,"{'a': 0.7, 'e': 0.20908801317328293}",25,10,-13.661893177524076,"{0: 12, 1: 1, 2: 1, 3: 1, 4: 0}",1
314,False,"{'a': 0.7, 'e': 0.20804518235702046}",20,0,19.152088893663226,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
315,False,"{'a': 0.7, 'e': 0.20700755268115265}",25,4,24.777519116383118,"{0: 20, 1: 1, 2: 0, 3: 0, 4: 0}",1
316,False,"{'a': 0.7, 'e': 0.20597509820488344}",20,8,-31.594729511107634,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 1}",1
317,False,"{'a': 0.7, 'e': 0.20494779311679731}",25,11,-12.009102574174822,"{0: 12, 1: 0, 2: 1, 3: 1, 4: 0}",1
318,False,"{'a': 0.7, 'e': 0.20392561173421342}",30,13,9.51585635522006,"{0: 15, 1: 1, 2: 1, 3: 0, 4: 0}",1
319,False,"{'a': 0.7, 'e': 0.20290852850254407}",20,12,13.25090139942738,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
320,False,"{'a': 0.7, 'e': 0.20189651799465538}",25,12,26.240796490398633,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
321,False,"{'a': 0.7, 'e': 0.20088955491023208}",20,12,3.785000188985986,"{0: 6, 1: 2, 2: 0, 3: 0, 4: 0}",1
322,False,"{'a': 0.7, 'e': 0.19988761407514449}",20,13,5.998001647622364,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 0}",1
323,False,"{'a': 0.7, 'e': 0.19889067044081962}",30,21,16.003278945539325,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
324,False,"{'a': 0.7, 'e': 0.19789869908361465}",30,4,28.2077608130569,"{0: 24, 1: 2, 2: 0, 3: 0, 4: 0}",1
325,False,"{'a': 0.7, 'e': 0.19691167520419406}",25,12,16.340719188009093,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 0}",1
326,False,"{'a': 0.7, 'e': 0.19592957412690934}",20,6,-45.298553842185406,"{0: 10, 1: 0, 2: 2, 3: 2, 4: 0}",1
327,False,"{'a': 0.7, 'e': 0.1949523712991825}",25,7,35.12921530509806,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
328,False,"{'a': 0.7, 'e': 0.19398004229089189}",25,5,23.55808220046647,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",1
329,False,"{'a': 0.7, 'e': 0.19301256279376172}",20,13,12.163819007252991,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
330,False,"{'a': 0.7, 'e': 0.19204990862075408}",25,7,-8.513623937207536,"{0: 15, 1: 0, 2: 3, 3: 0, 4: 0}",1
331,False,"{'a': 0.7, 'e': 0.19109205570546464}",25,0,32.800678539437065,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
332,False,"{'a': 0.7, 'e': 0.1901389801015205}",30,16,8.925297293971816,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
333,False,"{'a': 0.7, 'e': 0.18919065798198204}",30,18,6.1796826008104215,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
334,False,"{'a': 0.7, 'e': 0.1882470656387468}",25,10,13.956491431839051,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
335,False,"{'a': 0.7, 'e': 0.18730817948195702}",20,10,10.144264664912782,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
336,False,"{'a': 0.7, 'e': 0.18637397603940997}",25,14,7.730826492216537,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
337,False,"{'a': 0.7, 'e': 0.18544443195597088}",25,0,-9.586553021006793,"{0: 23, 1: 1, 2: 0, 3: 0, 4: 1}",0
338,False,"{'a': 0.7, 'e': 0.18451952399298926}",20,0,24.8051813611949,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
339,False,"{'a': 0.7, 'e': 0.18359922902771786}",20,10,-26.084885981607258,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 1}",1
340,False,"{'a': 0.7, 'e': 0.18268352405273466}",20,6,8.621471880937298,"{0: 12, 1: 1, 2: 1, 3: 0, 4: 0}",1
341,False,"{'a': 0.7, 'e': 0.18177238617536751}",25,16,7.495260974549944,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
342,False,"{'a': 0.7, 'e': 0.1808657926171221}",20,15,6.877507810790812,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
343,False,"{'a': 0.7, 'e': 0.17996372071311217}",30,5,-7.397669452124682,"{0: 23, 1: 1, 2: 0, 3: 0, 4: 1}",1
344,False,"{'a': 0.7, 'e': 0.17906614791149322}",20,12,14.943088639930174,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
345,False,"{'a': 0.7, 'e': 0.17817305177289841}",25,5,19.47187299209284,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",1
346,False,"{'a': 0.7, 'e': 0.17728440996987782}",20,9,22.973176824823,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
347,False,"{'a': 0.7, 'e': 0.17640020028633999}",20,15,-3.093899573116288,"{0: 4, 1: 0, 2: 1, 3: 0, 4: 0}",1
348,False,"{'a': 0.7, 'e': 0.17552040061699686}",20,11,23.43219098349283,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
349,False,"{'a': 0.7, 'e': 0.17464498896681085}",30,13,-2.9366534034499883,"{0: 15, 1: 0, 2: 1, 3: 1, 4: 0}",1
350,False,"{'a': 0.7, 'e': 0.17377394345044514}",30,20,6.342776472199128,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
351,False,"{'a': 0.7, 'e': 0.17290724229171636}",20,13,-12.471444807440761,"{0: 5, 1: 0, 2: 2, 3: 0, 4: 0}",1
352,False,"{'a': 0.7, 'e': 0.17204486382305054}",30,22,4.50966070396104,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
353,False,"{'a': 0.7, 'e': 0.1711867864849409}",20,12,18.9516492732322,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
354,False,"{'a': 0.7, 'e': 0.17033298882540943}",30,5,20.80347125980785,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",1
355,False,"{'a': 0.7, 'e': 0.16948344949947006}",20,12,8.526553314470565,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
356,False,"{'a': 0.7, 'e': 0.1686381472685955}",20,9,15.144251346654336,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
357,False,"{'a': 0.7, 'e': 0.16779706100018585}",20,16,5.7172180033017845,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
358,False,"{'a': 0.7, 'e': 0.16696016966704069}",25,13,6.449809305166673,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
359,False,"{'a': 0.7, 'e': 0.16612745234683307}",25,7,32.550529387887345,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
360,False,"{'a': 0.7, 'e': 0.16529888822158653}",25,0,-96.38504090589157,"{0: 18, 1: 1, 2: 4, 3: 0, 4: 2}",0
361,False,"{'a': 0.7, 'e': 0.1644744565771549}",30,0,30.208712626728992,"{0: 29, 1: 0, 2: 1, 3: 0, 4: 0}",0
362,False,"{'a': 0.7, 'e': 0.16365413680270405}",20,15,5.484196330815023,"{0: 4, 1: 1, 2: 0, 3: 0, 4: 0}",1
363,False,"{'a': 0.7, 'e': 0.16283790839019696}",25,8,31.916441108601482,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
364,False,"{'a': 0.7, 'e': 0.16202575093388075}",25,9,28.707329755647745,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
365,False,"{'a': 0.7, 'e': 0.16121764412977677}",30,19,-25.572540447955653,"{0: 9, 1: 0, 2: 0, 3: 2, 4: 0}",1
366,False,"{'a': 0.7, 'e': 0.16041356777517274}",35,18,19.31877094587776,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
367,False,"{'a': 0.7, 'e': 0.15961350176811803}",25,14,7.641700077324515,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
